Region,Zona,Cod,Nombre,Domicilio,Latitud,Longitud
PROV. DE SANTA FE,ARROYO SECO,12619,GUIDI,9 DE JULIO 230,-33.15779898,-60.51069661
PROV. DE SANTA FE,ARROYO SECO,6840,MALUCCHI,SAN MARTIN 98,-33.1607083,-60.5057483
PROV. DE SANTA FE,ARROYO SECO,11276,NIEVAS,H.YRIGOYEN 443 BIS O,-33.15422542,-60.5101557
PROV. DE SANTA FE,ARROYO SECO,7135,TAGLIARINO,LIBERTAD 576,-33.1597747,-60.5202752
PROV. DE SANTA FE,ARROYO SECO,7143,TOGNETTI,SAN MARTIN 337,-33.1643683,-60.5018687
PROV. DE SANTA FE,ARRUFO,2081,ARRIETA,SOLDADOS ARGENTINOS 231,-30.2313034,-61.7300395
PROV. DE SANTA FE,ARRUFO,6233,OROZCO,ENRIQUE CRIPPA 551,-30.23565169,-61.72851416
PROV. DE SANTA FE,ARTEAGA,1705,BAGNERA,INDEPENDENCIA 617,-33.0913219,-61.7943551
PROV. DE SANTA FE,ARTEAGA,6624,DEL PUEBLO,BV.SAN MARTIN 80,-32.78330304,-61.60877008
PROV. DE SANTA FE,ARTEAGA,10548,FERRETTI,ROGELIO NARDI 598,-33.0850815,-61.7910413
PROV. DE SANTA FE,ARTEAGA,6679,FERRONI,SAN MARTIN 145,-29.23051272,-61.7726112
PROV. DE SANTA FE,ARTEAGA,7180,VIGNATI,SAN MARTIN 301,-29.23225591,-61.77208555
PROV. DE SANTA FE,ATALIVA,3186,BENVIN,SARMIENTO 54,-30.9966406,-61.4335201
PROV. DE SANTA FE,AVELLANEDA,10775,BACCA,CALLE 22 N293,-29.11510518,-59.65192016
PROV. DE SANTA FE,AVELLANEDA,14829,BENVENUTTI,CALLE 302 N 195,-29.1086856,-59.66358713
PROV. DE SANTA FE,AVELLANEDA,6248,CANO,CALLE 18 NRO.258,-29.11530578,-59.65454104
PROV. DE SANTA FE,AVELLANEDA,6324,DELLA ROSA,CALLE 15 NRO 1410,-29.12105309,-59.64764818
PROV. DE SANTA FE,AVELLANEDA,14889,FERESIN,CALLE 9 NRO.489,-29.11632485,-59.65864748
PROV. DE SANTA FE,AVELLANEDA,9276,FERRERO,CALLE 18 NRO 695,-29.12002692,-59.65516438
PROV. DE SANTA FE,AVELLANEDA,9347,FERRERO,CALLE 15 NRO 592,-29.1198735,-59.65783798
PROV. DE SANTA FE,AVELLANEDA,2509,FIRPO,SAN MARTIN 1144,-29.1185197,-59.650591
PROV. DE SANTA FE,AVELLANEDA,6503,FRANCISCO SELLARES,CALLE 13 NRO 366,-29.11846699,-59.66048659
PROV. DE SANTA FE,AVELLANEDA,2095,MAREGA,CALLE 18 NRO.974,-29.1230815,-59.65575818
PROV. DE SANTA FE,AVELLANEDA,12279,MARTI,CALLE 12 NRO.892,-29.12170213,-59.65939359
PROV. DE SANTA FE,AVELLANEDA,96153,MELGAREJO,CALLE 312 NRO.52,-29.11088822,-59.65770392
PROV. DE SANTA FE,AVELLANEDA,11083,PIVIDORI,SAN MARTIN OESTE 298,-29.1164178,-59.6684716
PROV. DE SANTA FE,AVELLANEDA,15009,PIVIDORI,CALLE 1 NRO. 95,-29.11137625,-59.66286686
PROV. DE SANTA FE,AVELLANEDA,14870,RODRIGUEZ,CALLE 303 N 1210,-29.11199766,-59.64867841
PROV. DE SANTA FE,AVELLANEDA,3173,VIANO,CALLE 9 NRO.683,-29.11659317,-59.6562005
PROV. DE SANTA FE,AVELLANEDA,7813,VICENTIN,SAN MARTIN 875,-29.117999,-59.6540378
PROV. DE SANTA FE,AVELLANEDA,8627,VITTI,CALLE 4 NRO.398,-29.1157415,-59.66346575
PROV. DE SANTA FE,AVELLANEDA,8330,WILHELM,CALLE 21 NRO.38 LOCAL 2,-29.12233711,-59.66516061
PROV. DE SANTA FE,AVELLANEDA,6378,ZUPEL,CALLE 7 ESQ.10,-29.11516149,-59.65957711
PROV. DE SANTA FE,B. DE IRIGOYEN,3080,CONCARI,SAN MARTIN 155,-32.16985895,-61.15816106
PROV. DE SANTA FE,B. DE IRIGOYEN,3092,RUBIES,URQUIZA 441,-32.15901604,-61.10819633
PROV. DE SANTA FE,BARRANCAS,2466,DIP,AV.PAGANINI 521,-32.2314415,-60.98018
PROV. DE SANTA FE,BARRANCAS,2496,FERNANDEZ,BV.SAN MARTIN 812,-32.23510715,-60.98169802
PROV. DE SANTA FE,BARRANCAS,2531,GALLOTTO,BENAVIDEZ 172,-32.2310499,-60.9825558
PROV. DE SANTA FE,BARRANCAS,7498,LORENZATTI,AV. PAGANINI 1165,-32.2386527,-60.9802292
PROV. DE SANTA FE,BARRANCAS,6244,PEIRETTI,LAS HERAS 172,-32.2358525,-60.9794377
PROV. DE SANTA FE,BELLA ITALIA,13402,MARCONETTI,20 DE JUNIO 127,-31.2820016,-61.410595
PROV. DE SANTA FE,BERABEVU,1706,BERABEVU,ROGELIO TERRE 755,-33.3409376,-61.8587633
PROV. DE SANTA FE,BERABEVU,10181,FRAPPA,ROGELIO 524,-33.3402544,-61.8615258
PROV. DE SANTA FE,BERABEVU,10754,ROGELIO TERRE,MORENO 199,-33.3410728,-61.8566551
PROV. DE SANTA FE,BIGAND,1522,CLAPIZ,SARMIENTO 230,-33.3763059,-61.1838197
PROV. DE SANTA FE,BIGAND,1524,ERCEG,CORDOBA 1422,-33.37260925,-61.18341239
PROV. DE SANTA FE,BIGAND,12161,FELIZIANI,LIBERTAD 295,-33.378218,-61.185332
PROV. DE SANTA FE,BIGAND,5133,ITURBE,R.DE ESCALADA 1444,-33.37322,-61.185265
PROV. DE SANTA FE,BIGAND,1525,PAOLUCCI,AV.SAN MARTIN 1201,-33.3755451,-61.1813728
PROV. DE SANTA FE,BIGAND,12642,SOLSONA,SARMIENTO 598,-33.3731202,-61.1863312
PROV. DE SANTA FE,BIGAND,14622,ZABALLA,1RO.DE MAYO 1696,-33.3725234,-61.18559746
PROV. DE SANTA FE,BOMBAL,1549,TREGGIA,SAN MARTIN 334,-33.4573673,-61.3188085
PROV. DE SANTA FE,ACEBAL,7334,BARBERO,CENTENARIO 352,-33.00377288,-60.63699293
PROV. DE SANTA FE,ACEBAL,6533,CARATTOLI,ASURMENDI 501,-33.2342579,-60.8339863
PROV. DE SANTA FE,ACEBAL,10176,MANSILLA,MARIA SAA PEREYRA 603,-33.2404,-60.8297
PROV. DE SANTA FE,ACEBAL,7033,RIOS,PTE.ROCA 371,-33.24160187,-60.8371685
PROV. DE SANTA FE,ACEBAL,9900,VUKSICH,ASURMENDI 654,-33.2429943,-60.8360351
PROV. DE SANTA FE,ALEJANDRA,14957,KAUFMANN,9 DE JULIO 1456,-29.9107441,-59.82741286
PROV. DE SANTA FE,ALEJANDRA,2132,LOVATTO,AV. SAN MARTIN Y MORENO,-29.23565449,-61.77101464
PROV. DE SANTA FE,ALVAREZ,5276,ARIAS,TUCUMAN 917,-33.132228,-60.806736
PROV. DE SANTA FE,ALVAREZ,6574,CICCONI,CERRITO 684,-33.13162819,-60.80791748
PROV. DE SANTA FE,ALVAREZ,1456,CORONATI,AV.SAN MARTIN 603,-32.86594791,-60.70139989
PROV. DE SANTA FE,ALVAREZ,10440,NENCIONI,SAAVEDRA 799,-33.1270368,-60.8041108
PROV. DE SANTA FE,ALVAREZ,7811,PLACENTI,AV.BELGRANO 632,-33.13785344,-60.71592584
PROV. DE SANTA FE,AMBROSETTI,2598,JARA,JUAN JOSE MICHLIG 317,-30.0159873,-61.5812975
PROV. DE SANTA FE,ANGELICA,92092,STEINBERGER,LISANDRO DE LA TORRE 232,-31.5510602,-61.5437721
PROV. DE SANTA FE,ANGELICA,3149,TOSELLI,ROSARIO 16,-31.5514127,-61.5457301
PROV. DE SANTA FE,AREQUITO,14345,ANGELERO,LEANDRO N.ALEM 1576,-33.1405392,-61.4679107
PROV. DE SANTA FE,AREQUITO,6511,BUCCELLA,9 DE JULIO 1505,-33.14658887,-61.46950823
PROV. DE SANTA FE,AREQUITO,1519,GALLI,9 DE JULIO 1361,-33.14658887,-61.46950823
PROV. DE SANTA FE,AREQUITO,11309,GRIVARELLO,DR. JUAN MANINO 1643,-33.1490092,-61.4717388
PROV. DE SANTA FE,AREQUITO,6815,LIBARDI,BRIGADIER LOPEZ 1367,-33.1454222,-61.4694937
PROV. DE SANTA FE,AREQUITO,6968,PEDRIDO,BRIG.LOPEZ 1568,-33.14588753,-61.47153718
PROV. DE SANTA FE,AROCENA,2517,GAIDO,BV.LEDESMA Y SAN FABIAN,-32.0783079,-60.9775228
PROV. DE SANTA FE,ARROYO CEIBAL,3174,VICENTIN,ARROYO CEIBAL,-28.7231601,-59.4772005
PROV. DE SANTA FE,ARROYO LEYES,13968,ANZOISE,RUTA 1-KM. 12.5-CALLE 17 S/N,-31.57005036,-60.5165632
PROV. DE SANTA FE,ARROYO LEYES,14918,MAFKA,RUTA 1 - TEOFILO MADREJON 1065,-31.5442572,-60.50455468
PROV. DE SANTA FE,ARROYO SECO,6419,ARGUTTI,J. B. JUSTO 374,-33.15168297,-60.51536607
PROV. DE SANTA FE,ARROYO SECO,5058,BERDINI,AV.9 DE JULIO 845,-33.15339725,-60.50431436
PROV. DE SANTA FE,ARROYO SECO,6646,BONDIEU,SAN MARTIN 625,-33.1659687,-60.5006394
PROV. DE SANTA FE,ARROYO SECO,6493,BONICCHI,LISANDRO DE LA TORRE 55,-33.1601251,-60.5114906
PROV. DE SANTA FE,ARROYO SECO,7034,CARFAGNO,J.B.JUSTO 658,-33.14946587,-60.51267367
PROV. DE SANTA FE,ARROYO SECO,1461,CASCIANI,ISLAS MALVINAS 195,-33.16009654,-60.51516669
PROV. DE SANTA FE,ARROYO SECO,6617,DE LUCA,LIBERTAD 231,-33.1551949,-60.5136473
PROV. DE SANTA FE,ARROYO SECO,6626,DEL PRETE,MORENO 295,-33.1608166,-60.5099153
PROV. DE SANTA FE,ARROYO SECO,6632,DELVECCHIO,H.PRIMERO 659,-33.1688017,-60.5039298
PROV. DE SANTA FE,ARROYO SECO,8655,DI MAURO,MORENO 31,-33.1629799,-60.5073958
PROV. DE BUENOS AIRES,25 DE MAYO,13071,ARAMBURU,AV.ENRQUE.VALDES ESQ.CALLE 6,-35.6469699,-60.4667928
PROV. DE BUENOS AIRES,25 DE MAYO,13070,VAGNINI DEL VALLE,CALLE 5 E/8 Y 10,-35.44094374,-60.16731806
PROV. DE BUENOS AIRES,30 DE AGOSTO,2823,BUENO,A.DEL VALLE 261,-33.69125713,-59.68396164
PROV. DE BUENOS AIRES,9 DE JULIO,13670,ALBERDI,AV. ALMIRANTE BROWN 138,-35.64511293,-60.70171034
PROV. DE BUENOS AIRES,9 DE JULIO,6,BAZZETTA,AV. MITRE 2346,-35.4478158,-60.890547
PROV. DE BUENOS AIRES,9 DE JULIO,9218,LUNA,RIO NEGRO Y RIO BERMEJO,-34.68147807,-58.48184208
PROV. DE BUENOS AIRES,9 DE JULIO,8078,MALDONADO,ANTONIO AITA 1011,-35.4450526,-60.8918239
PROV. DE BUENOS AIRES,9 DE JULIO,3474,POSTAL,AV. SAN MARTIN 250,-35.4415508,-60.8815565
PROV. DE BUENOS AIRES,9 DE JULIO,137,RASILE,ROBBIO 522,-35.4495511,-60.8830689
PROV. DE BUENOS AIRES,ACEVEDO,1745,EL AGUILA,AV.CENTENARIO 153,-33.75544821,-60.44263034
PROV. DE BUENOS AIRES,ADOLFO ALSINA,93425,ITALO ARGENTINA,AVDA. DE MAYO 134,-37.19634953,-63.06031114
PROV. DE BUENOS AIRES,ALBERTI,698,MOSCA,AV. VACCAREZZA 251,-35.029744,-60.2806283
PROV. DE BUENOS AIRES,ALGARROBO,9268,CABRERA,LIBERTAD 157,-38.8929543,-63.1395535
PROV. DE BUENOS AIRES,AMEGHINO,7988,FERRERO,CALLE 3 NRO 321,-34.90510866,-57.92789684
PROV. DE BUENOS AIRES,AMEGHINO,7980,RATTO,CALLE 5 NRO 559,-35.56569869,-58.0054381
PROV. DE BUENOS AIRES,ARBOLEDAS,6458,BIDE,JOSE HERNANDEZ 428,-36.8831157,-61.4877539
PROV. DE BUENOS AIRES,ARRECIFES,4448,ALIMENA,AV.BELGRANO 215,-34.0602424,-60.1105064
PROV. DE BUENOS AIRES,ARRECIFES,6234,BASTIDA,AV. R.S.PENA 255,-34.06445298,-60.09861313
PROV. DE BUENOS AIRES,ARRECIFES,4447,CAMATS,NECOCHEA 1414,-38.72767293,-62.22818309
PROV. DE BUENOS AIRES,ARRECIFES,514,COL.FAR.DE BME MITRE,RICARDO GUTIERREZ 426,-34.0642539,-60.1060445
PROV. DE BUENOS AIRES,ARRECIFES,6060,COSTAMAGNA,9 de Julio 495,-36.2259516,-61.1042091
PROV. DE BUENOS AIRES,ARRECIFES,9124,GIACHINO,Kennedy 675,-34.0574354,-60.1014158
PROV. DE BUENOS AIRES,ARRECIFES,8897,NARANJO,A. GUTIERREZ 426,-34.0658935,-60.1070859
PROV. DE BUENOS AIRES,ARRECIFES,8895,PANDO,AV.DARDO ROCHA 122,-34.7656372,-58.24918139
PROV. DE BUENOS AIRES,ARRECIFES,4450,PEDERIVA,AV.SARMIENTO 241,-34.063305,-60.0960631
PROV. DE BUENOS AIRES,ARRECIFES,9409,SELVA,ESPAÑA 641,-34.0647019,-60.1080222
PROV. DE BUENOS AIRES,ARRECIFES,7887,SMOKVINA,AV.BELGRANO Y PERGAMINO,-34.06084721,-60.10884259
PROV. DE BUENOS AIRES,ARRECIFES,4449,SOTO,GRAL. LOS HORNOS Y VTE.LOPEZ,-34.0693999,-60.10132763
PROV. DE BUENOS AIRES,ARRECIFES,4452,SUBIRA,AV.MERLASSINO 690 (EX.D.ROCHA),-34.065371,-60.1039253
PROV. DE BUENOS AIRES,ASCENSION,98786,LOGIODICE,SALTA S/N,-34.2308105,-61.1032598
PROV. DE BUENOS AIRES,ASCENSION,4523,PROSPERI,AV. SAN MARTIN 66,-34.2357198,-61.1079517
PROV. DE BUENOS AIRES,ASCENSION,8959,RANNI S.C.S.,J. HERNANDEZ 112,-34.23050699,-61.10195386
PROV. DE BUENOS AIRES,AYACUCHO,8718,DEL INDIO,SAN MARTIN 1267,-37.1523311,-58.4892737
PROV. DE BUENOS AIRES,AYACUCHO,8885,ORFILA,25 DE MAYO 1200,-37.1528389,-58.4871577
PROV. DE BUENOS AIRES,AZUL,9286,CASTRO,COLON 942,-36.78155424,-59.86916139
PROV. DE BUENOS AIRES,AZUL,9287,COLOTTO,AV. PERON 850,-36.7857984,-59.8598609
PROV. DE BUENOS AIRES,AZUL,4359,DEL FUERTE AZUL,MITRE 809,-36.7808436,-59.8550145
PROV. DE BUENOS AIRES,AZUL,4263,FIDALGO,BURGOS 314,-36.7734694,-59.8579815
PROV. DE BUENOS AIRES,AZUL,4278,MERLO,CANEVA 540,-36.78389149,-59.85224896
PROV. DE BUENOS AIRES,AZUL,4273,PEROGGI,HIPOLITO YRIGOYEN 548,-36.7786192,-59.8610761
PROV. DE BUENOS AIRES,AZUL,4305,SANTA LUCIA,AV.PIAZZA 1146,-36.7853339,-59.8489483
PROV. DE BUENOS AIRES,AZUL,5084,SONCINI,H. IRIGOYEN 650,-36.6769398,-56.6816953
PROV. DE BUENOS AIRES,BAHIA BLANCA,3668,BUSILACCHI,LAINEZ 1801,-38.724539,-62.2342971
PROV. DE BUENOS AIRES,BAHIA BLANCA,5391,DE LA BAHIA,11 DE ABRIL 296,-38.7117213,-62.2670686
PROV. DE BUENOS AIRES,BAHIA BLANCA,8855,DEL SOL,VIEYTES Y JUAN MOLINA,-38.7132149,-62.27733331
PROV. DE BUENOS AIRES,BAHIA BLANCA,7676,GODOY,LINIERS 588,-38.7229343,-62.2478086
PROV. DE BUENOS AIRES,BAHIA BLANCA,8164,MEDRANO,O'HIGGINS 71,-38.7199031,-62.266921
PROV. DE BUENOS AIRES,BAHIA BLANCA,4651,RUBEN BELLEI,ESTOMBA 131,-38.717135,-62.2676624
PROV. DE BUENOS AIRES,BAHIA BLANCA,4641,STORK,14 DE JULIO 4045,-38.6993765,-62.2118373
PROV. DE BUENOS AIRES,BALCARCE,99121,DEL CERRO,CALLE 28 NRO 920,-37.85580299,-58.25583396
PROV. DE BUENOS AIRES,BALCARCE,5087,MUTUAL A.M. BALCARCE,CALLE 19 Y 22,-37.85037248,-58.25455371
PROV. DE BUENOS AIRES,BALCARCE,96458,NORTE BALCARCE,CALLE 8 NRO 546,-37.84170332,-58.25913418
PROV. DE BUENOS AIRES,BALCARCE,96470,RAPACINI,G. CHAVES Y 15,-37.84547858,-58.25455254
PROV. DE BUENOS AIRES,BALCARCE,96452,SANTA INES,CALLE 17 NRO 537,-37.8458748,-58.25823211
PROV. DE BUENOS AIRES,BALCARCE,98783,VUOTTO,MITRE 701,-37.8489661,-58.2545075
PROV. DE BUENOS AIRES,BARADERO,3817,ANCHORENA,BULNES 601,-33.8062991,-59.4999995
PROV. DE BUENOS AIRES,BARADERO,9358,LA FE,GORRITI 1401,-33.806126,-59.5079639
PROV. DE BUENOS AIRES,BARADERO,5288,PETRUZZELLI,SAN MARTIN 2125,-33.8014028,-59.4996842
PROV. DE BUENOS AIRES,BATAN,94795,MOBILIA,AVDA PRESIDENTE PERON 10419,-34.56389991,-58.62430586
PROV. DE BUENOS AIRES,BENITO JUAREZ,6097,SINDICAL C.E.C.,AV.OTAMENDI 9,-37.6747376,-59.8056898
PROV. DE BUENOS AIRES,BERISSO,8036,BRIZUELA,CALLE 4 NRO 3567,-34.87557215,-57.89540238
PROV. DE BUENOS AIRES,BERISSO,92023,MEDEA,MONTEVIDEO 1381,-34.871654,-57.8772243
PROV. DE BUENOS AIRES,BOLIVAR,12261,3 DE FEBRERO,AV.CASTELLI 800,-36.23206477,-61.12654859
PROV. DE BUENOS AIRES,BOLIVAR,8547,ALBANESE,AV.LAVALLE 374,-36.2327773,-61.1181554
PROV. DE BUENOS AIRES,BOLIVAR,8540,COMAS,SAN MARTIN 600,-36.4293881,-61.4163251
PROV. DE BUENOS AIRES,BOLIVAR,8539,FAL,SAN MARTIN 500,-36.4316556,-61.4192592
PROV. DE BUENOS AIRES,BOLIVAR,8548,GAGLIARDI,SAN MARTIN 302,-36.4293881,-61.4163251
PROV. DE BUENOS AIRES,BOLIVAR,15199,GOMEZ,AV.CALFUCURA 1515,-36.24134225,-61.12881815
PROV. DE BUENOS AIRES,BOLIVAR,3804,GOMEZ ARROSPIDE,CALFUCURA Y 3 DE FEBRERO,-34.59610674,-58.57901073
PROV. DE BUENOS AIRES,BOLIVAR,9503,IGLESIAS,AV.VENEZUELA 546,-36.2250566,-61.1192084
PROV. DE BUENOS AIRES,BOLIVAR,3806,LOPEZ,AV. SAN MARTIN 915,-36.2288196,-61.1160378
PROV. DE BUENOS AIRES,BOLIVAR,3803,SUDIRO,AV.ALTE.BROWN 300,-36.22738072,-61.11223561
PROV. DE BUENOS AIRES,BONIFACIO,2793,CAZZULO,EMPARANZA 56,-36.80746592,-62.24517957
PROV. DE BUENOS AIRES,BONIFACIO,2794,LAZARINI,ESPAÑA Y ROCA,-36.80887051,-62.24917967
PROV. DE BUENOS AIRES,BRAGADO,8993,ZALDIHIRIA,CATAMARCA 2235,-35.11567829,-60.47562822
PROV. DE BUENOS AIRES,BRANDSEN,92035,DEL RIO,RUTA 215 N 152,-35.151828,-58.2462105
PROV. DE BUENOS AIRES,BRANDSEN,4240,DESMOURES,MITRE 309,-35.1683562,-58.2366565
PROV. DE BUENOS AIRES,CAÑUELAS,5351,NUEVA CAÑUELAS,ALEM 966 ESQ.MITRE,-35.05758341,-58.7532617
PROV. DE BUENOS AIRES,CAÑUELAS,8327,NVA.CAÑUELAS EXPRESS,AV. LIBERTAD 1630,-35.04857506,-58.76783501
PROV. DE BUENOS AIRES,CACHARI,4334,SCHIAFFINO,SAN MARTIN 1390,-36.3798036,-59.5026374
PROV. DE BUENOS AIRES,CAMPANA,6841,FERNANDEZ,ROCA 200,-34.1893375,-58.968542
PROV. DE BUENOS AIRES,CAP. DEL SEÑOR,97361,LANFRANCHI,URECLAY 619,-34.28501511,-59.10911051
PROV. DE BUENOS AIRES,CAP.SARMIENTO,5458,BAVA,LEANDRO N. ALEM 756,-34.5989313,-58.37118534
PROV. DE BUENOS AIRES,CAP.SARMIENTO,8608,DEL PUEBLO,AV. MITRE 148 ESQ.RIVADAVIA,-34.62171141,-58.44438747
PROV. DE BUENOS AIRES,CAP.SARMIENTO,564,RUIZ,ALEM 504,-34.60182867,-58.37056594
PROV. DE BUENOS AIRES,CARABELAS,3305,DI BENEDETTO,SARMIENTO 435,-34.0380676,-60.8744594
PROV. DE BUENOS AIRES,CARHUE,4069,DIAZ,PUEYRREDON 798,-37.1774656,-62.7542829
PROV. DE BUENOS AIRES,CARHUE,3831,PORTELA,SAN MARTIN 856,-37.1789255,-62.7575609
PROV. DE BUENOS AIRES,CARLOS CASARES,5310,CAMIOLO,C.ARROYO 29,-35.6263061,-61.36517284
PROV. DE BUENOS AIRES,CARLOS CASARES,8508,CARUEZO,AV.SAN MARTIN 496,-35.54591652,-61.62953196
PROV. DE BUENOS AIRES,CARLOS CASARES,5309,D'AMICO,AV. MAYA Y BRANDESN,-35.51234834,-61.43234817
PROV. DE BUENOS AIRES,CARLOS CASARES,8215,FERRIOL,JULIO RAMOS 243,-35.6338736,-61.3652675
PROV. DE BUENOS AIRES,CARLOS CASARES,3373,GOMEZ,MAIPU Y LAMADRID,-38.24405652,-57.79995859
PROV. DE BUENOS AIRES,CARLOS CASARES,7998,MARTINEZ,LAVALLE 468,-35.6208404,-61.3572046
PROV. DE BUENOS AIRES,CARLOS CASARES,7546,MAYA,PUEYRREDON 147,-35.6226748,-61.3680943
PROV. DE BUENOS AIRES,CARLOS CASARES,3792,MIRALLES,ACC.ROBERTO MOURAS 61,-35.62990152,-61.35711185
PROV. DE BUENOS AIRES,CARLOS CASARES,5518,OGGIANU,ROQUE PENA 219,-35.6325355,-61.3659359
PROV. DE BUENOS AIRES,CARLOS CASARES,5313,SAENZ,M.DE ANDREA Y BALCARCE,-35.62124728,-61.35975774
PROV. DE BUENOS AIRES,CARLOS CASARES,5312,SAN MARTIN,MAIPU 301,-35.6226582,-61.3646156
PROV. DE BUENOS AIRES,CARLOS TEJEDOR,7837,BASSI,GARRE 501,-35.3913781,-62.422299
PROV. DE BUENOS AIRES,CARLOS TEJEDOR,1493,URDANGARIN,HIPOLITO YRIGOYEN 418,-35.3898333,-62.4213456
PROV. DE BUENOS AIRES,CARMEN DE ARECO,9096,ITALIANA,SAAVEDRA 646,-34.3758564,-59.8249282
PROV. DE BUENOS AIRES,CARMEN DE ARECO,9098,RICHINI,AV. MITRE 451,-34.3779504,-59.824319
PROV. DE BUENOS AIRES,CARMEN DE ARECO,9097,ROCHA,AV. MITRE 857,-34.3752304,-59.8422111
PROV. DE BUENOS AIRES,CASBAS,9136,MARTINEZ,SAN MARTIN 19,-36.7615505,-62.5082669
PROV. DE BUENOS AIRES,CASBAS,2796,ROLA,ALEM 590,-36.7597567,-62.5031714
PROV. DE BUENOS AIRES,CASBAS,2795,TRECCO,SAN MARTIN 399,-36.7584316,-62.5044148
PROV. DE BUENOS AIRES,CASBAS,2797,ZULOAGA S.C.S.,SAN MARTIN 767,-36.7556719,-62.501027
PROV. DE BUENOS AIRES,CASTELLI,4581,VILLA,25 DE MAYO 384,-36.0901186,-57.8034478
PROV. DE BUENOS AIRES,CHACABUCO,9093,BOERO,AVDA. SOLIS Y ZAPIOLA,-34.64016941,-60.46375081
PROV. DE BUENOS AIRES,CHACABUCO,1646,FIGUEROA BLOISE,SAN MARTIN 161,-34.6402036,-60.4681649
PROV. DE BUENOS AIRES,CHACABUCO,9518,MARINO,AVDA. ALSINA 28508 Y ZAPIOLA,-34.64427101,-60.46840536
PROV. DE BUENOS AIRES,CHACABUCO,3662,VOELKLEIN,AV. VIEYTES Y CORRIENTES,-34.64352569,-60.46103063
PROV. DE BUENOS AIRES,CHASCOMUS,4557,APRILE,LASTRA 115,-35.5776113,-58.0143542
PROV. DE BUENOS AIRES,CHASCOMUS,4568,BELGRANO,BELGRANO 649,-35.5661805,-58.0164548
PROV. DE BUENOS AIRES,CHASCOMUS,4558,BELLINGERI,HIPOLITO IRIGOYEN 78,-35.57543838,-58.00926964
PROV. DE BUENOS AIRES,CHASCOMUS,581,CHASCOMUS,AV. LASTRA 350,-35.5776113,-58.0143542
PROV. DE BUENOS AIRES,CHASCOMUS,4560,DEL NORTE,EL OMBU 102,-35.5585982,-58.0150788
PROV. DE BUENOS AIRES,CHASCOMUS,13453,FARMASUR,AV.RAUL ALFONSIN 1246,-35.5753589,-57.995173
PROV. DE BUENOS AIRES,CHASCOMUS,90133,MALENA S.C.S.,P.N.ESCRIBANO NRO.2,-35.56740982,-58.0106353
PROV. DE BUENOS AIRES,CHASCOMUS,4563,MORISET,AV.LASTRA 591,-35.5776113,-58.0143542
PROV. DE BUENOS AIRES,CHASCOMUS,8612,ORIA,LIBRES DEL SUR 413,-35.5633863,-58.016542
PROV. DE BUENOS AIRES,CHILLAR,903,ARRIEGUEZ,CORTAZAR 700,-37.31424495,-59.98070269
PROV. DE BUENOS AIRES,CHIVILCOY,4158,CRUZ ROJA,PELLEGRINI 250,-34.8928053,-60.016207
PROV. DE BUENOS AIRES,CHIVILCOY,8286,GIACCHETTA,AV.AVELLANEDA 186,-34.9053299,-60.0142702
PROV. DE BUENOS AIRES,CHIVILCOY,4165,LITTERIO,AV.SARMIENTO 241,-34.9006809,-60.0143635
PROV. DE BUENOS AIRES,CHIVILCOY,4171,MODERNA,AV.PELLEGRINI 249,-34.89287831,-60.01596699
PROV. DE BUENOS AIRES,CHIVILCOY,4159,PEREYRA,AV.MITRE 222,-34.9053711,-60.0078641
PROV. DE BUENOS AIRES,CHIVILCOY,4150,ROLANDO,COLON 199,-34.89163803,-60.01926132
PROV. DE BUENOS AIRES,CHIVILCOY,4173,ROSSI,AV.SOAREZ 294,-34.8921419,-60.01382
PROV. DE BUENOS AIRES,CHIVILCOY,9681,SIVORI,PASO DE LA PATRIA 194,-34.8897045,-60.0219752
PROV. DE BUENOS AIRES,CITY BELL,5975,ARAKAKI,CALLE 467 E/19 N.1294,-34.6345107,-58.36482524
PROV. DE BUENOS AIRES,CITY BELL,9577,AURORA LOPEZ,CANTILO Y AVDA. 20,-34.8786571,-58.05138367
PROV. DE BUENOS AIRES,CNEL. CHARLONE,3693,SASTRE,UGARTE 425,-34.67288121,-63.37091929
PROV. DE BUENOS AIRES,CNEL.PRINGLES,5477,BASTARD,STEGMANN 698,-37.98333,-61.55
PROV. DE BUENOS AIRES,CNEL.PRINGLES,5999,IPHAIS,GARAY 561,-37.98575604,-61.36031409
PROV. DE BUENOS AIRES,COLON,3469,BLANCO,CALLE 45 Y 22,-33.88944148,-61.0995268
PROV. DE BUENOS AIRES,COLON,3402,CAMARASA,CALLE 9 NRO 897 Y 52,-33.89831663,-61.11097036
PROV. DE BUENOS AIRES,COLON,3467,GRASSI,BV. 50 NRO 749 Y 16,-33.89270731,-61.09389193
PROV. DE BUENOS AIRES,COLON,7912,MUTUAL 27 DE OCTUBRE,CALLE 23 NRO. 809,-33.89233808,-61.09414324
PROV. DE BUENOS AIRES,COLON,97249,PASTEUR,CALLE 47 ESQ. 23,-33.89016798,-61.09686018
PROV. DE BUENOS AIRES,CORONEL DORREGO,9925,PASTEUR (C. DORREGO),H.YRIGOYEN 665,-38.7168652,-61.2889523
PROV. DE BUENOS AIRES,CORONEL SUAREZ,7532,CORONEL SUAREZ,LAVALLE Y AVELLANEDA,-37.45459549,-61.93092702
PROV. DE BUENOS AIRES,CORONEL SUAREZ,7538,DUARTE,BELGRANO 1269,-37.4593643,-61.9341924
